,index,date,status_code,url,news_1_url,news_1_text,news_1_publish_date,news_2_url,news_2_text,news_2_publish_date,news_3_url,news_3_text,news_3_publish_date,news_4_url,news_4_text,news_4_publish_date,news_5_url,news_5_text,news_5_publish_date,news_6_url,news_6_text,news_6_publish_date,news_7_url,news_7_text,news_7_publish_date,news_8_url,news_8_text,news_8_publish_date,news_9_url,news_9_text,news_9_publish_date
0,,03/30/2018,200,"https://www.google.com/search?q=bitcoin+cryptocurrency&hl=en&gl=us&as_drrb=b&tbas=0&tbs=cdr:1,cd_min:03/30/2018,cd_max:03/30/2018,sbd:1&tbm=nws&sxsrf=ACYBGNRfmviSo9arK1e_P_YIl5wsskZBPw:1574225634362&source=lnt&sa=X&ved=0ahUKEwj4wu29__flAhWV9Z4KHaKJAGcQpwUIIA&biw=1685&bih=863&dpr=1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
